ID	Taxonomy	ITS-Behnsen-MY-1	ITS-Behnsen-MY-10	ITS-Behnsen-MY-11	ITS-Behnsen-MY-12	ITS-Behnsen-MY-13	ITS-Behnsen-MY-14	ITS-Behnsen-MY-15	ITS-Behnsen-MY-16	ITS-Behnsen-MY-17	ITS-Behnsen-MY-18	ITS-Behnsen-MY-19	ITS-Behnsen-MY-2	ITS-Behnsen-MY-20	ITS-Behnsen-MY-21	ITS-Behnsen-MY-22	ITS-Behnsen-MY-23	ITS-Behnsen-MY-24	ITS-Behnsen-MY-25	ITS-Behnsen-MY-26	ITS-Behnsen-MY-27	ITS-Behnsen-MY-28	ITS-Behnsen-MY-29	ITS-Behnsen-MY-3	ITS-Behnsen-MY-30	ITS-Behnsen-MY-31	ITS-Behnsen-MY-32	ITS-Behnsen-MY-33	ITS-Behnsen-MY-34	ITS-Behnsen-MY-35	ITS-Behnsen-MY-36	ITS-Behnsen-MY-37	ITS-Behnsen-MY-38	ITS-Behnsen-MY-39	ITS-Behnsen-MY-4	ITS-Behnsen-MY-40	ITS-Behnsen-MY-41	ITS-Behnsen-MY-42	ITS-Behnsen-MY-43	ITS-Behnsen-MY-44	ITS-Behnsen-MY-45	ITS-Behnsen-MY-46	ITS-Behnsen-MY-47	ITS-Behnsen-MY-48	ITS-Behnsen-MY-49	ITS-Behnsen-MY-5	ITS-Behnsen-MY-50	ITS-Behnsen-MY-51	ITS-Behnsen-MY-52	ITS-Behnsen-MY-53	ITS-Behnsen-MY-54	ITS-Behnsen-MY-55	ITS-Behnsen-MY-56	ITS-Behnsen-MY-57	ITS-Behnsen-MY-58	ITS-Behnsen-MY-59	ITS-Behnsen-MY-6	ITS-Behnsen-MY-60	ITS-Behnsen-MY-61	ITS-Behnsen-MY-62	ITS-Behnsen-MY-63	ITS-Behnsen-MY-64	ITS-Behnsen-MY-65	ITS-Behnsen-MY-66	ITS-Behnsen-MY-67	ITS-Behnsen-MY-68	ITS-Behnsen-MY-69	ITS-Behnsen-MY-7	ITS-Behnsen-MY-8	ITS-Behnsen-MY-9	ITS-Negative-Control-sample2	ITS-Negative-Ctrl-2-Underhill	ITS-Positive-Ctrl-2-Underhill
ASV 257	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 258	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 259	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Bulleribasidiaceae ; g__Vishniacozyma ; s__victoriae	0	576	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	524	0	0	0	0	0	0	0	0	0	0	1	0	345	0	0	0
ASV 260	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Onygenales ; f__Onygenales_fam_Incertae_sedis ; g__Zeloasperisporium ; s__searsiae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 261	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Didymellaceae ; g__Ascochyta ; s__pisi	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1439	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 262	k__Fungi ; p__Ascomycota ; c__Leotiomycetes ; o__Thelebolales ; o__Thelebolales ; o__Thelebolales ; o__Thelebolales 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 263	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 264	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Clavicipitaceae ; g__Claviceps ; NA	0	0	344	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	1	0	0	0	0
ASV 265	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__fumigatus	0	0	0	0	0	0	0	0	0	213	275	0	122	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	147	1	0	0	0	0
ASV 266	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 267	k__Fungi ; p__Basidiomycota ; c__Wallemiomycetes ; o__Wallemiales ; o__Wallemiales ; o__Wallemiales ; o__Wallemiales 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	1	0	0	0	0	657	0	0	0	0	0	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 268	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__brevicaulis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1355	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 269	k__Fungi ; p__Chytridiomycota ; c__Rhizophydiomycetes ; o__Rhizophydiales ; o__Rhizophydiales ; o__Rhizophydiales ; o__Rhizophydiales 	0	0	0	1	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0
ASV 270	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1362	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 271	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	245	0	0	0	0	0	0	0	574	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	191	0	0	0	0
ASV 272	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Cladosporiaceae ; g__Cladosporium ; s__delicatulum	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1348	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 273	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Trichosporonales ; f__Trichosporonaceae ; g__Cutaneotrichosporon ; s__moniliiforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0	0
ASV 274	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; o__Agaricales ; f__Tricholomataceae ; g__Mycena ; s__zephirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0
ASV 275	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 276	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 277	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 278	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 279	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; NA	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0	1	0	0	0	171	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
ASV 280	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; o__Polyporales ; f__Polyporaceae ; g__Fomes ; s__fomentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1288	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 281	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Ustilago ; s__hordei	0	0	0	0	0	0	0	0	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 282	k__Fungi ; p__Chytridiomycota ; p__Chytridiomycota ; p__Chytridiomycota ; p__Chytridiomycota ; p__Chytridiomycota ; p__Chytridiomycota 	0	1	0	1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 283	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV 284	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 285	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Trimorphomycetaceae ; g__Saitozyma ; NA	0	0	0	0	0	0	0	0	0	1269	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 286	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; o__Agaricales ; f__Psathyrellaceae ; g__Psathyrella ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271	0	0	0
ASV 287	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 288	k__Fungi ; p__Rozellomycota ; p__Rozellomycota ; p__Rozellomycota ; p__Rozellomycota ; p__Rozellomycota ; p__Rozellomycota 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 289	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1248	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 290	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__dierckxii	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	869	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 291	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Cladosporiaceae ; g__Cladosporium ; s__ramotenellum	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	1	0	1016	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 292	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__brevicaulis	0	0	86	0	0	0	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 293	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__glandicola	0	0	0	0	0	0	0	0	228	77	0	85	0	129	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	650	0	0	0	1	0	0	0	0	0
ASV 294	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Cystofilobasidiales ; f__Cystofilobasidiaceae ; g__Cystofilobasidium ; s__macerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	51	0	0	0	0	0	0	0	0	0	1	0	0	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 295	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Moesziomyces ; s__aphidis	5	0	0	0	0	0	0	0	408	240	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
ASV 296	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	8	0	28	0	0	0	0	0	0	2	177	67	1	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	14	0	0	0	13	287	261	0	0	0
ASV 297	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	1220	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 298	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 299	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1209	0	0	0	1	0	0	0	0	0
ASV 300	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	1216	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 301	k__Fungi ; p__Basidiomycota ; c__Cystobasidiomycetes ; o__Erythrobasidiales ; f__Erythrobasidiaceae ; g__Erythrobasidium ; s__hasegawianum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 302	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Bulleribasidiaceae ; g__Vishniacozyma ; s__tephrensis	204	1006	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 303	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Pleosporaceae ; g__Alternaria ; s__rosae	0	0	32	0	0	0	0	0	157	205	0	329	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV 304	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 305	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	360	184	74	0	0	0	1	0	0	0	0	119	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	89	284	0	0	0	0
ASV 306	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Mucoraceae ; g__Mucor ; s__racemosus	6	0	5	0	0	0	0	0	0	263	1	0	1	530	0	0	27	0	0	0	0	0	1	0	0	0	0	0	3	0	207	87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	36	1	22	0	0	0
ASV 307	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; o__Russulales ; f__Stereaceae ; g__Stereum ; s__sanguinolentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 308	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	344	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0
ASV 309	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Trichocomaceae ; g__Talaromyces ; s__islandicus	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 310	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; o__Agaricales ; o__Agaricales ; o__Agaricales ; o__Agaricales 	0	0	0	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 311	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 312	k__Fungi ; p__Basidiomycota ; c__Exobasidiomycetes ; o__Tilletiales ; f__Tilletiaceae ; g__Tilletia ; s__puccinelliae	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 313	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Cladosporiaceae ; g__Cladosporium ; s__aphidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 314	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Pithoascus ; NA	254	0	202	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	201	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 315	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1124	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 316	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 317	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Gamsia ; s__simplex	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0
ASV 318	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
